abscissa,cubes_field
18.73530265089289,2.4362173399478984
18.90562358408283,4.540547076740067
19.075944517272763,6.984743041324048
19.246265450462698,8.495059234260955
19.416586383652632,8.524811480698348
19.58690731684257,7.506242292903421
19.757228250032504,6.083517381888522
19.92754918322244,4.387822351693911
20.097870116412373,2.5737066104131197
20.26819104960231,1.1250103332164074
20.438511982792246,0.9108243916225798
20.60883291598218,1.445836276972985
20.779153849172115,1.7028765219976947
20.949474782362053,1.6903255334317475
21.119795715551987,1.5649692863797693
21.290116648741922,1.5623848852436997
21.460437581931856,2.4362172865410603
21.630758515121794,4.540546851316499
21.80107944831173,6.984742666231594
21.971400381501663,8.495058893813647
22.1417213146916,8.52481146287123
22.312042247881536,7.5062427032135375
22.48236318107147,6.083517983225542
22.652684114261405,4.387822845509675
22.823005047451343,2.5737068936100265
22.993325980641277,1.1250104326792452
23.16364691383121,0.9108243472797991
23.333967847021146,1.4458361944548286
23.504288780211084,1.7028764354893005
23.67460971340102,1.6903254750846473
23.844930646590953,1.5649692643703146
24.015251579780887,1.5623848738497494
24.185572512970825,2.4362173399478984
24.35589344616076,4.540547076740067
24.526214379350694,6.984743041324048
24.69653531254063,8.495059234260955
24.866856245730567,8.524811480698348
25.0371771789205,7.506242292903421
25.207498112110436,6.083517381888522
25.37781904530037,4.387822351693911
25.54813997849031,2.5737066104131197
25.718460911680243,1.1250103332164074
25.888781844870177,0.9108243916225798
26.05910277806011,1.445836276972985
26.22942371125005,1.7028765219976947
26.399744644439984,1.6903255334317475
26.57006557762992,1.5649692863797693
26.740386510819853,1.5623848852436997
26.91070744400979,2.4362172865410603
27.081028377199726,4.540546851316499
27.25134931038966,6.984742666231594
27.421670243579598,8.495058893813647
27.591991176769533,8.52481146287123
27.762312109959467,7.5062427032135375
27.9326330431494,6.083517983225542
28.10295397633934,4.387822845509675
28.273274909529274,2.5737068936100265
28.44359584271921,1.1250104326792452
28.613916775909143,0.9108243472797991
28.78423770909908,1.4458361944548286
28.954558642289015,1.7028764354893005
29.12487957547895,1.6903254750846473
29.295200508668884,1.5649692643703146
29.465521441858822,1.5623848738497494
29.635842375048757,2.4362173399478984
29.80616330823869,4.540547076740067
29.976484241428626,6.984743041324048
30.146805174618564,8.495059234260955
30.317126107808498,8.524811480698348
30.487447040998433,7.506242292903421
30.657767974188367,6.083517381888522
30.828088907378305,4.387822351693911
30.99840984056824,2.5737066104131197
31.168730773758174,1.1250103332164074
31.33905170694811,0.9108243916225798
31.509372640138047,1.445836276972985
31.67969357332798,1.7028765219976947
31.850014506517915,1.6903255334317475
32.02033543970785,1.5649692863797693
32.190656372897784,1.5623848852436997
32.36097730608772,2.4362172865410603
32.53129823927766,4.540546851316499
32.701619172467595,6.984742666231594
32.87194010565753,8.495058893813647
33.042261038847464,8.52481146287123
33.2125819720374,7.5062427032135375
33.38290290522733,6.083517983225542
33.55322383841727,4.387822845509675
33.72354477160721,2.5737068936100265
33.89386570479714,1.1250104326792452
34.06418663798708,0.9108243472797991
34.23450757117701,1.4458361944548286
34.40482850436695,1.7028764354893005
34.57514943755688,1.6903254750846473
34.745470370746816,1.5649692643703146
34.91579130393675,1.5623848738497494
35.08611223712669,2.4362173399478984
35.256433170316626,4.540547076740067
35.42675410350656,6.984743041324048
35.597075036696495,8.495059234260955
35.76739596988643,8.524811480698348
35.937716903076364,7.506242292903421
36.1080378362663,6.083517381888522
36.27835876945623,4.387822351693911
36.448679702646174,2.5737066104131197
36.61900063583611,1.1250103332164074
36.78932156902604,0.9108243916225798
36.95964250221598,1.445836276972985
37.12996343540591,1.7028765219976947
37.30028436859585,1.6903255334317475
37.47060530178578,1.5649692863797693
37.640926234975716,1.5623848852436997
37.81124716816566,2.4362172865410603
37.98156810135559,4.540546851316499
38.151889034545526,6.984742666231594
38.32220996773546,8.495058893813647
38.492530900925395,8.52481146287123
38.66285183411533,7.5062427032135375
38.833172767305264,6.083517983225542
39.003493700495206,4.387822845509675
39.17381463368514,2.5737068936100265
39.344135566875075,1.1250104326792452
39.51445650006501,0.9108243472797991
39.68477743325494,1.4458361944548286
39.85509836644488,1.7028764354893005
40.02541929963481,1.6903254750846473
40.19574023282475,1.5649692643703146
40.36606116601469,1.5623848738497494
40.53638209920462,2.4362173399478984
40.70670303239456,4.540547076740067
40.87702396558449,6.984743041324048
41.047344898774426,8.495059234260955
41.21766583196436,8.524811480698348
41.387986765154295,7.506242292903421
41.55830769834423,6.083517381888522
41.72862863153417,4.387822351693911
41.898949564724106,2.5737066104131197
42.06927049791404,1.1250103332164074
42.239591431103975,0.9108243916225798
42.40991236429391,1.445836276972985
42.580233297483844,1.7028765219976947
42.75055423067378,1.6903255334317475
42.92087516386371,1.5649692863797693
43.091196097053654,1.5623848852436997
43.26151703024359,2.4362172865410603
43.43183796343352,4.540546851316499
43.60215889662346,6.984742666231594
43.77247982981339,8.495058893813647
43.942800763003326,8.52481146287123
44.11312169619326,7.5062427032135375
44.2834426293832,6.083517983225542
44.45376356257314,4.387822845509675
44.62408449576307,2.5737068936100265
44.794405428953006,1.1250104326792452
44.96472636214294,0.9108243472797991
45.135047295332875,1.4458361944548286
45.30536822852281,1.7028764354893005
45.475689161712744,1.6903254750846473
45.646010094902685,1.5649692643703146
45.81633102809262,1.5623848738497494
45.986651961282554,2.4362173399478984
46.15697289447249,4.540547076740067
46.32729382766242,6.984743041324048
46.49761476085236,8.495059234260955
46.66793569404229,8.524811480698348
46.83825662723223,7.506242292903421
47.00857756042217,6.083517381888522
47.1788984936121,4.387822351693911
47.34921942680204,2.5737066104131197
47.51954035999197,1.1250103332164074
