abscissa,cubes_field
0.0,8.585038747545667
0.17032093318993538,10.596840938132956
0.34064186637987076,11.060513116822513
0.5109627995698062,10.223561135466262
0.6812837327597415,8.542458861092896
0.8516046659496769,6.196391352243747
1.0219255991396123,3.6258721140369925
1.1922465323295477,1.557329999806359
1.362567465519483,1.101185382414626
1.5328883987094184,1.7622044462773836
1.7032093318993538,2.119567939037154
1.873530265089289,2.1644385500044363
2.0438511982792247,2.066297233928519
2.21417213146916,2.1238132480553027
2.3844930646590954,3.3991256874718667
2.5548139978490307,6.404864610247587
2.725134931038966,9.824614760351565
2.8954558642289014,11.724881624149514
3.065776797418837,11.116265687279206
3.236097730608772,8.80630469070798
3.4064186637987075,6.408501574182514
3.576739596988643,4.418338448747724
3.747060530178578,2.6072315033162843
3.9173814633685136,1.2005982825365953
4.087702396558449,1.2505074342374505
4.258023329748385,2.037133884484989
4.42834426293832,2.4042398214696936
4.598665196128255,2.3550678077504625
4.768986129318191,2.138155756427854
4.939307062508126,2.159948108686431
5.1096279956980615,3.2253694105986424
5.279948928887997,5.665240777136225
5.450269862077932,8.585038747545667
5.6205907952678675,10.596840938132956
5.790911728457803,11.060513116822513
5.961232661647738,10.223561135466262
6.131553594837674,8.542458861092896
6.301874528027609,6.196391352243747
6.472195461217544,3.6258721140369925
6.64251639440748,1.557329999806359
6.812837327597415,1.101185382414626
6.98315826078735,1.7622044462773836
7.153479193977286,2.119567939037154
7.323800127167221,2.1644385500044363
7.494121060357156,2.066297233928519
7.664441993547092,2.1238132480553027
7.834762926737027,3.3991256874718667
8.005083859926962,6.404864610247587
8.175404793116899,9.824614760351565
8.345725726306833,11.724881624149514
8.51604665949677,11.116265687279206
8.686367592686704,8.80630469070798
8.85668852587664,6.408501574182514
9.027009459066575,4.418338448747724
9.19733039225651,2.6072315033162843
9.367651325446445,1.2005982825365953
9.537972258636382,1.2505074342374505
9.708293191826316,2.037133884484989
9.878614125016252,2.4042398214696936
10.048935058206187,2.3550678077504625
10.219255991396123,2.138155756427854
10.389576924586057,2.159948108686431
10.559897857775994,3.2253694105986424
10.730218790965928,5.665240777136225
10.900539724155864,8.585038747545667
11.0708606573458,10.596840938132956
11.241181590535735,11.060513116822513
11.411502523725671,10.223561135466262
11.581823456915606,8.542458861092896
11.752144390105542,6.196391352243747
11.922465323295476,3.6258721140369925
12.092786256485413,1.557329999806359
12.263107189675347,1.101185382414626
12.433428122865283,1.7622044462773836
12.603749056055218,2.119567939037154
12.774069989245154,2.1644385500044363
12.944390922435089,2.066297233928519
13.114711855625025,2.1238132480553027
13.28503278881496,3.3991256874718667
13.455353722004896,6.404864610247587
13.62567465519483,9.824614760351565
13.795995588384766,11.724881624149514
13.9663165215747,11.116265687279206
14.136637454764637,8.80630469070798
14.306958387954571,6.408501574182514
14.477279321144508,4.418338448747724
14.647600254334442,2.6072315033162843
14.817921187524378,1.2005982825365953
14.988242120714313,1.2505074342374505
15.158563053904249,2.037133884484989
15.328883987094184,2.4042398214696936
15.49920492028412,2.3550678077504625
15.669525853474054,2.138155756427854
15.83984678666399,2.159948108686431
16.010167719853925,3.2253694105986424
16.18048865304386,5.665240777136225
16.350809586233797,8.585038747545667
16.521130519423732,10.596840938132956
16.691451452613666,11.060513116822513
16.861772385803604,10.223561135466262
17.03209331899354,8.542458861092896
17.202414252183473,6.196391352243747
17.372735185373408,3.6258721140369925
