,Planar,Macroscopic
216,0.3102295157326921,-4.088742941743263
217,0.08607729645826032,-4.082230915787736
218,-0.1555810326073347,-4.075474886802392
219,-0.4140720419989142,-4.068470797920118
220,-0.7012112899980026,-4.061214358369767
221,-1.0270104137144416,-4.053699098876325
222,-1.3895019797154862,-4.0459156402073635
223,-1.7815333391305048,-4.037848746195217
224,-2.1922422235338472,-4.0294761227114995
225,-2.6277078737225357,-4.020765398663496
226,-3.1055882799096293,-4.011673509300741
227,-3.627852971867297,-4.002144386193934
228,-4.182967768201948,-3.9921092481344096
229,-4.753271921104194,-3.9814843695187085
230,-5.326650666128202,-3.9701715397031063
231,-5.882927820010007,-3.9580525911608366
232,-6.403622321584438,-3.9450033602465338
233,-6.872589372885976,-3.9309522812257716
234,-7.280397132654745,-3.9156973593705127
235,-7.6195767949284,-3.8988491514734864
236,-7.881160557402532,-3.8799349006939523
237,-8.082243627957977,-3.8584552309752667
238,-8.249989989252619,-3.8340100384339806
239,-8.403556076535892,-3.806380630694787
240,-8.556586199587862,-3.7754181337542505
241,-8.71119642433242,-3.741000171103291
242,-8.855503994403975,-3.7030191396107632
243,-8.969027023004042,-3.66131819566056
244,-9.032322965617986,-3.6156646176196925
245,-9.042336590589569,-3.5657963038272134
246,-8.999560478372347,-3.5114198269776544
247,-8.903320367419926,-3.452201395708346
248,-8.756532278224988,-3.3878621554615895
249,-8.578562427885219,-3.3181197277214936
250,-8.389913015955878,-3.242550800895707
251,-8.202559150197471,-3.1607628334394793
252,-8.01456079532101,-3.0724925443246405
253,-7.812458276226224,-2.9775463423182393
254,-7.577282134391073,-2.8758192693058384
255,-7.281948224732988,-2.767290079060862
256,-6.9093386778017285,-2.651955174822766
257,-6.468188150312107,-2.5297717146530685
258,-5.965574032086585,-2.4007023543978008
259,-5.410298172106626,-2.26473088395229
260,-4.81774694381166,-2.1218097698862812
261,-4.20544519533701,-1.9716732007275173
262,-3.5925536436756085,-1.8138539037465433
263,-2.9899893370220436,-1.6478478096286828
264,-2.414192364354309,-1.4732936712322715
265,-1.8750929674000847,-1.2900666301568517
266,-1.370074022327098,-1.0982002607035746
267,-0.8849600926619609,-0.8980049141122582
268,-0.404349974443615,-0.6900445829850547
269,0.07416349471307139,-0.4751057878724965
270,0.5493892609926977,-0.25410236496121125
271,1.02131123469756,-0.02804912070049035
272,1.4930642221357235,0.20191636737163887
273,1.963803619459118,0.4349047875027429
274,2.427993625501913,0.6704187506333048
275,2.879686934658527,0.9082374064009141
276,3.31415009714082,1.1483376448422422
277,3.722404790892087,1.390728639712419
278,4.102277183215637,1.6352518830218628
279,4.463583918132391,1.8814577411652185
280,4.806484770416234,2.128620356022632
281,5.127068669521218,2.375971281320721
282,5.428089756464928,2.6227502313610507
283,5.711702443811786,2.868188052097228
284,5.979903978830719,3.1115580763602804
285,6.237946260909456,3.3524108544632334
286,6.489149753771418,3.590590437770004
287,6.732311436906339,3.826112363273056
288,6.965314078260723,4.058964903494564
289,7.182971275149441,4.288944360435278
290,7.372232006668763,4.515576371271978
291,7.525831798164315,4.737999895476233
292,7.645353238153207,4.955109584031803
293,7.736469592055209,5.165925058327787
294,7.8122357610868445,5.369567203729229
295,7.881851967390907,5.565282801580594
296,7.9417625087586075,5.752538540764561
297,7.992573616382925,5.931051599220603
298,8.03582191954681,6.100812936893855
299,8.072620954175163,6.261969592637708
300,8.10399519560124,6.414903485016618
301,8.130746441382124,6.560138506788844
302,8.153600857319788,6.698161155132584
303,8.173126284993115,6.829255531034558
304,8.189842471135227,6.953485685874063
305,8.204150303322029,7.070881392856462
306,8.216423607646552,7.181489387470111
307,8.22694578121926,7.285356746775493
308,8.235987429886752,7.3824856952494
309,8.243749827196702,7.472890638114673
310,8.250430491305105,7.556664979274293
311,8.256173216579981,7.633987203659288
312,8.261123037257084,7.7051033197060566
313,8.26538304703086,7.770387721999912
314,8.269060074400922,7.830245751435943
315,8.272228180276745,7.884942640556552
316,8.274966024450706,7.93474122123387
317,8.277327084112445,7.979960332585106
318,8.279369420188695,8.020879341824834
319,8.281132039321484,8.05774697910201
320,8.282657815518125,8.090783307291654
321,8.283975635016146,8.120133508043821
322,8.285117020184547,8.145895185287138
323,8.286103709623697,8.168183280066474
324,8.28695862417795,8.187142830411782
325,8.28769846956486,8.202993122056595
326,8.288339521088119,8.216139728786791
327,8.288895050406826,8.22709216361943
328,8.289376146014357,8.23633716990688
329,8.289793677488923,8.244280610488275
330,8.290154799066038,8.251141683838132
331,8.290468896585898,8.25700832674699
332,8.290739993452098,8.262019100138815
333,8.290976565047703,8.266304079496473
334,8.291180102169294,8.269971212489784
335,8.291358556655808,8.273112718273184
336,8.291511361734734,8.275806000530993
337,8.291646220476196,8.278117191571033
338,8.291760864321752,8.280101865598873
339,8.291862983480943,8.28180767146439
340,8.2919488839482,8.283274644981775
341,8.29202638607431,8.28453728519696
342,8.292090615309181,8.28562455950958
343,8.292149620028166,8.28656158087306
344,8.29219750667534,8.287369401029483
345,8.292242641608288,8.288066392817512
346,8.292278220414554,8.288667909584515
347,8.292312951461998,8.289187450038822
348,8.292339243737898,8.289636240125898
349,8.29236615657504,8.290024235200073
350,8.29238541782837,8.290359661583839
351,8.292406464107877,8.29064989215657
352,8.29242040324562,8.290900969627426
353,8.292437053214291,8.291118380058593
354,8.29244695210558,8.291306571710995
355,8.292460313561305,8.291469645205241
356,8.292467160803602,8.291610878241178
357,8.292478071459806,8.291733347529116
358,8.292482602432337,8.291839466789645
359,8.29249169028632,8.291931552682295
360,8.292494477782519,8.292011380000432
361,8.292502236449103,8.292080700052331
362,8.292503678274715,8.292140815655285
363,8.292510432752927,8.29219305759572
364,8.292510895576656,8.292238380048554
365,8.292516971010963,8.292277800029442
366,8.292516646186511,8.292312013401858
367,8.292522171418849,8.292341801682497
368,8.292521229078552,8.292367668598025
369,8.292526359013143,8.292390217692478
370,8.292524953648002,8.292409809619125
371,8.292529814184618,8.292426913477968
372,8.292528039268735,8.292441783944295
373,8.292532695579492,8.292454788501622
374,8.292530617352044,8.292466103689105
375,8.292535118384857,8.292476020054902
376,8.29253280953001,8.292484656697333
377,8.292537276662747,8.29249224559411
378,8.292534840836263,8.292498863608264
379,8.292539252358834,8.292504697606917
380,8.292536664995218,8.292509793325742
381,8.2925410483816,8.292514302503315
382,8.292538343352415,8.292518248377089
383,8.2925427022231,8.292521755691686
384,8.292539921264638,8.2925248315725
385,8.292544320367872,8.292527579765611
386,8.292541447410853,8.29252999611949
387,8.292545814294167,8.2925321677855
388,8.292542835856691,8.292534082834408
389,8.29254718391884,8.292535815151641
390,8.292544128033581,8.292537347752777
391,8.292548485171697,8.292538743807086
392,8.292545368421667,8.292539983096265
393,8.29254972210915,8.292541120000918
394,8.292546536447574,8.292542132565707
395,8.292550873197788,8.29254306792481
396,8.29254761329504,8.292543903333938
397,8.292551986237099,8.292544679779443
398,8.292548717712828,8.29254537490498
399,8.292553076151117,8.292546024441565
400,8.292549735135026,8.292546606025333
401,8.292554076230651,8.292547150585676
402,8.292550677539126,8.292547637810515
403,8.292555001659478,8.29254809490685
404,8.292551537034434,8.292548503001294
405,8.292555826774816,8.29254888567583
406,8.292552294377748,8.29254922572404
407,8.29255653948914,8.29254954338068
408,8.292552927445398,8.2925498234463
409,8.29255712908693,8.292550083006327
410,8.292553448918115,8.292550309105248
411,8.292557608848707,8.292550516798022
412,8.29255387630002,8.292550694845735
413,8.292557999933864,8.292550853915591
414,8.292554206992921,8.292550984916907
415,8.292558284038646,8.292551096755208
416,8.292554431578633,8.292551182645303
417,8.292558463483779,8.292551248909898
418,8.292554555394842,8.292551291041958
419,8.29255853009295,8.292551312797626
420,8.292554562599777,8.292551311241828
421,8.29255848072878,8.292551287233492
422,8.292554456669157,8.292551240773067
423,8.292558315420441,8.292551171011729
424,8.292554234185165,8.292551080885449
425,8.292558037362793,8.292550966648085
426,8.292553911046136,8.292550832807551
427,8.292557654785611,8.2925506730511
428,8.292553481967486,8.292550494164692
429,8.292557165423677,8.292550287252674
430,8.29255295642146,8.292550061406446
431,8.292556587634444,8.292549805968546
432,8.292552337062332,8.292549532178422
433,8.292555900313868,8.292549224990696
434,8.292551606440245,8.292548897361316
435,8.292555090235027,8.292548532214239
436,8.29255075192522,8.292548144749132
437,8.292554168162281,8.292547714740403
438,8.292549795689633,8.292547259394505
439,8.292553146230711,8.292546755138341
440,8.292548757022827,8.292546220845106
441,8.292552050149428,8.292545629316441
442,8.292547643862267,8.292545000863974
443,8.29255086478136,8.29254430456665
444,8.292546444276581,8.292543562787614
445,8.292549656878819,8.292542739803816
446,8.292545272870019,8.292541857970575
447,8.292548411552849,8.29254087630914
448,8.292544010928314,8.292539817562481
449,8.292547081039924,8.292538634603622
450,8.292542677301796,8.29253734938626
451,8.29254568690323,8.292535907536589
452,8.292541292596747,8.292534329270897
453,8.292544225119633,8.292532551426275
454,8.292539812358886,8.29253059098479
455,8.292542639784143,8.292528374066901
456,8.292538195181185,8.292525912599094
457,8.292540931000392,8.292523119435383
458,8.292536527017127,8.292519998724194
459,8.292539187303406,8.292516446724285
460,8.2925347591963,8.292512456306794
461,8.292537302219882,8.29250790273139
462,8.29253284637306,8.29250276275677
463,8.292535238268,8.292496884648108
464,8.292530727211801,8.292490222665469
465,8.292532992544716,8.292482589944884
466,8.292528447986259,8.292473909618707
467,8.292530483096368,8.292463949711724
468,8.29252578365623,8.292452591120668
469,8.292527515855767,8.292439543299205
470,8.292522612577475,8.292424629702852
471,8.29252397561956,8.292407482849281
472,8.292518803326255,8.292387848057515
473,8.292519703727967,8.292365256227974
474,8.292514136508085,8.29233934670139
475,8.29251441976833,8.292309515933344
476,8.292508302705054,8.292275260190806
477,8.292507798676466,8.292235797955826
478,8.292501002912948,8.29219043335821
479,8.292499520220987,8.292138149380076
480,8.29249172059124,8.292077991839408
481,8.292488892548423,8.292008629946462
482,8.292479764033875,8.291928760876496
483,8.292475192813592,8.291836633316658
484,8.292464241777584,8.29173047246568
485,8.292457354561598,8.291607961657945
486,8.292443952980065,8.2914666871645
487,8.292434014360197,8.29130357226714
488,8.292417324490911,8.291115339256983
489,8.292403345840768,8.290897887503384
490,8.292382259853378,8.290646768735547
491,8.292362959268988,8.290356496878546
492,8.292336006885893,8.290021029212259
493,8.292309675426955,8.289632992841165
494,8.292274904960832,8.28918416143037
495,8.292239287084572,8.288664579605156
496,8.292194112822564,8.288063021405723
497,8.292146187179378,8.287365988097857
498,8.292087143182817,8.286558126317294
499,8.292022874982594,8.285621063192359
500,8.291945333589087,8.28453374696062
501,8.291859394145797,8.28327106462637
502,8.291757235688253,8.281804048765132
503,8.291642552811455,8.280098200276512
504,8.291507654695575,8.278113483315531
505,8.29135481048501,8.275802248961737
506,8.291176316501618,8.273108922971128
507,8.290972740094663,8.269967372943649
508,8.290736128828541,8.2663001951468
509,8.290464992467575,8.262015170304064
510,8.290150855045104,8.257004350685637
511,8.289789693700916,8.251137660644277
512,8.289372122029375,8.244276539183492
513,8.288890986311857,8.236333049285749
514,8.288335416429685,8.227087992397097
515,8.287694324372485,8.216135505348518
516,8.286954437972467,8.202988844735854
517,8.286099482364214,8.187138496999514
518,8.285112751359907,8.168178890455453
519,8.283971324498411,8.145890739554178
520,8.28265346276035,8.120129003558404
521,8.281127644088208,8.09077873934334
522,8.27936498188579,8.057742340633409
523,8.27732260236779,8.020874622815883
524,8.274961498610272,7.979955521529585
525,8.27222360979416,7.934736306896832
526,8.269055458540995,7.884937611500769
527,8.26537838502383,7.830240596885007
528,8.261118328261482,7.770382431705124
529,8.256168459538422,7.705097884780902
530,8.250425685235868,7.633981616356401
531,8.243744970669379,7.556659236128267
532,8.23598252173358,7.472884736970043
533,8.226940819522722,7.382479633284645
534,8.21641859099003,7.285350520747254
535,8.204145229147272,7.181482993409472
536,8.18983733769958,7.070874825084877
537,8.173121088892948,6.953478938739543
538,8.153595596387566,6.82924860137608
539,8.130741111090147,6.698154042969015
540,8.103989793234797,6.56013121184786
541,8.07261547369611,6.414896001733797
542,8.035816357546597,6.261961912187975
543,7.992567964736528,6.100805048607695
544,7.941756763218271,5.9310434938805745
545,7.881846116873031,5.752530214189359
546,7.812229800450025,5.565274254953691
547,7.736463505834564,5.369558444367466
548,7.645347020707266,5.165916098778545
549,7.525825426820439,4.955100441833098
550,7.372225477704883,4.737990591363474
551,7.182964551004567,4.515566930929849
552,6.9653073059494295,4.288934811413177
553,6.732304629724468,4.058955271951981
554,6.489142722073206,3.8261026738362247
555,6.237938859507308,3.5905807133584307
556,5.979896043284793,3.3524011153199496
557,5.7116937671333865,3.1115483417699
558,5.428080234450062,2.868178341591433
559,5.127058321547976,2.6227405643011275
560,4.806473582129049,2.3759616767357308
561,4.46357193616569,2.128610832174165
562,4.1022644442940654,1.8814483149218961
563,3.7223913907314423,1.6352425693464872
564,3.3141361152456246,1.3907194509436045
565,2.879672671115214,1.148328590658191
566,2.4279791717468324,0.9082284934148789
567,1.963788929201556,0.6704099844948878
568,1.4930492655655667,0.43489617565535577
569,1.021295961337778,0.2019079199783514
570,0.5493735508675487,-0.028057389432654213
571,0.07414734997228531,-0.2541104347286975
572,-0.40436637975396067,-0.47511364078171464
573,-0.8849765356830973,-0.6900522068161824
574,-1.3700905237853136,-0.8980122975947732
575,-1.8751098974994647,-1.0982073951224878
576,-2.4142099517058115,-1.2900735083234514
577,-2.990007710524972,-1.4733002884080526
578,-3.5925727020698623,-1.6478541626045167
579,-4.2054645859174515,-1.8138599918574023
580,-4.817766291451678,-1.971679023502284
581,-5.4103170473348525,-2.121815326357443
582,-5.96559206919516,-2.2647361721220927
583,-6.468204999869469,-2.400707371704287
584,-6.909354116443957,-2.52977646006598
585,-7.28196190598118,-2.651959650474991
586,-7.577293928194577,-2.7672942909049114
587,-7.812468279919455,-2.8758232219959057
588,-8.014569116743067,-2.977550041198211
589,-8.202565908947193,-3.072495992622577
590,-8.389918399933356,-3.1607660284831196
591,-8.578566504415281,-3.2425537347490128
592,-8.756535030606955,-3.318122389374859
593,-8.903321807953581,-3.3878645330364967
594,-8.999560630967428,-3.452203476313587
595,-9.042335509515489,-3.511421599696417
596,-9.032320749117748,-3.5657977585670935
597,-8.96902380525485,-3.6156657463364508
598,-8.855499959940303,-3.6613189913457065
599,-8.711191760440599,-3.7030195975774785
600,-8.55658112179602,-3.7410002868885743
601,-8.403550653730031,-3.7754179059985695
602,-8.249984097033634,-3.8063800575410887
603,-8.082237077867584,-3.8340091149173907
604,-7.88115306778033,-3.858453949282247
605,-7.619567941575799,-3.879933252814916
606,-7.280387086011606,-3.898847130261274
607,-6.872578533519766,-3.9156949587630874
608,-6.4036107581138095,-3.930949500789574
609,-5.8829157158498795,-3.9450002056642135
610,-5.3266381308326665,-3.958049068874226
611,-4.753259132225973,-3.97016764826831
612,-4.182954836205896,-3.9814801019108805
613,-3.6278400829654567,-3.9921045925540675
614,-3.1055754519233885,-4.002139330594652
615,-2.6276950829880574,-4.011668049422079
616,-2.1922294030754457,-4.020759538854547
617,-1.7815204649190317,-4.029469875998163
618,-1.3894891646112217,-4.037842133742325
619,-1.0269979018103113,-4.045908690337309
620,-0.7011993523895216,-4.053691845389575
621,-0.4140606253650799,-4.061206841141615
622,-0.15557003821189005,-4.068463059270333
623,0.08608803001881413,-4.07546697172537
624,0.310240211835189,-4.082222869910695
625,0.5127994208948303,-4.088734809156046
626,0.6900902194755605,-4.095006273699666
627,0.8297437108187581,-4.10104101982729
628,0.9243542050537543,-4.1068420183977565
629,0.9817896847498657,-4.112411834752944
630,1.0001424611817105,-4.117751589319598
631,0.9728127923105516,-4.122861555639138
632,0.9065372936462042,-4.127740622676047
633,0.8033489545073919,-4.132387385184858
634,0.6554878634689079,-4.136800125538774
635,0.4704393334155308,-4.140978167927712
636,0.26062856377046256,-4.144921976985316
637,0.029754912860477857,-4.148634359692933
638,-0.21808913997438617,-4.152120336231934
639,-0.48225528594907385,-4.155387931943308
640,-0.7745978703775385,-4.158447652180642
641,-1.1052006451546177,-4.1613127929842895
642,-1.4721843216080126,-4.163998486087807
643,-1.8685258769079007,-4.166521583409337
644,-2.2835109484861142,-4.168899443295641
645,-2.723410455085403,-4.1711496050974235
646,-3.206081706685718,-4.173288609191449
647,-3.733722055547987,-4.175331857864954
648,-4.295004364910835,-4.177292819640316
649,-4.872474903837335,-4.179183313491446
650,-5.454170551724499,-4.181013179752545
651,-6.020040647387846,-4.182790869962516
652,-6.5516501112865875,-4.184523298473897
653,-7.0328639615183395,-4.186216407124787
654,-7.454174970102525,-4.1878748846143035
655,-7.808011608624058,-4.189502499918677
656,-8.085229197204832,-4.191101635948142
657,-8.302742151771948,-4.19267349448006
658,-8.487481989715874,-4.194217647201181
659,-8.65840165612173,-4.195732353695236
660,-8.828920917986796,-4.197214370337842
661,-9.00099873334896,-4.198659531581263
662,-9.162604930539642,-4.200062830897741
663,-9.293208952816634,-4.201419179041536
664,-9.373343450633175,-4.202723598368901
665,-9.400033151883408,-4.203971949142562
666,-9.373855441701334,-4.205161022292022
667,-9.29429718087174,-4.206289046469338
668,-9.164391784714443,-4.207355523865031
669,-9.003654727666227,-4.2083614583327265
670,-8.832647755828365,-4.209308962037778
671,-8.663417443263109,-4.210201312416348
672,-8.494002454763805,-4.211042532588859
673,-8.310968777663756,-4.2118375019734104
674,-8.095333484393624,-4.212591634719713
675,-7.820127797831125,-4.213311010314654
676,-7.468385603257827,-4.214001983697448
677,-7.049195346026884,-4.21467111450313
678,-6.570060950155059,-4.21532450836593
679,-6.040427041974674,-4.215967489077706
680,-5.4763684174144736,-4.216603840391474
681,-4.896286539371341,-4.2172355712258955
682,-4.320222160481224,-4.217862481763058
683,-3.7601746525446216,-4.218482411584849
684,-3.233666090200288,-4.219091386158643
685,-2.75213339768597,-4.219684349421861
686,-2.3134993988721035,-4.220255658438731
687,-1.900038070481366,-4.220799927347083
688,-1.5055825888773635,-4.221312404186587
689,-1.1409309731165156,-4.221789534171652
690,-0.813138874451996,-4.222228996031195
691,-0.5240907225993297,-4.222629920552123
692,-0.26366072869038526,-4.222992662447542
693,-0.019941424565008168,-4.2233188215232484
694,0.20649904685274728,-4.223610919812794
695,0.41163813385540493,-4.223872353629185
696,0.5918592673220755,-4.224107013968731
697,0.7347993407531801,-4.224319181780977
698,0.8330448521380694,-4.22451312150256
699,0.8944051305936944,-4.224692985315049
700,0.9169073407194955,-4.224862489097781
701,0.8938510998983514,-4.225024944865809
702,0.8318838759476852,-4.2251830873547185
703,0.7329335417687598,-4.225339243466426
704,0.589162604115172,-4.225495256856773
705,0.40797480691568083,-4.225652692000567
706,0.20174315169465346,-4.225812779714247
707,-0.025892944058023205,-4.2259765798969475
708,-0.270878432215543,-4.226144873128244
709,-0.5326115775949752,-4.226318272629833
710,-0.8229660071730813,-4.226497082282937
711,-1.1520398015523203,-4.226681384121025
712,-1.5179218920039992,-4.226870905970562
713,-1.913534526732271,-4.227065117670088
714,-2.328055540449829,-4.227263122667969
